1,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
1,1,326.48,81.566,104.03,236.43,1,5.1055,3.3098,0
1,2,165.89,81.566,104.03,236.43,1,4.6892,4.5603,0
1,3,78.146,103.64,94.56,214.91,1,4.3981,5.2748,0
1,4,553.08,81.699,86.667,196.97,1,9.4085,3.6127,0
1,5,503.31,114.87,56.848,129.2,1,14.299,6.9695,0
2,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
2,1,326.48,81.566,104.03,236.43,1,5.1055,3.3098,0
2,2,165.89,81.566,104.03,236.43,1,4.6892,4.5603,0
2,3,63.096,103.64,94.56,214.91,1,4.3574,5.3969,0
2,4,559.4,87.743,79.991,181.8,1,10.541,4.161,0
2,5,503.31,114.87,56.848,129.2,1,14.299,6.9695,0
3,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
3,1,339.58,88.641,94.608,215.02,1,6.3226,3.9928,0
3,2,165.89,81.566,104.03,236.43,1,4.6892,4.5603,0
3,3,63.096,103.64,94.56,214.91,1,4.3574,5.3969,0
3,4,553.38,81.701,86.631,196.89,1,9.4185,3.615,0
3,5,507.35,120.9,51.982,118.14,1,15.25,7.4678,0
4,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
4,1,340.65,88.741,94.002,213.64,1,6.4397,4.0582,0
4,2,165.89,81.566,104.03,236.43,1,4.6892,4.5603,0
4,3,71.574,121.7,86.668,196.97,1,4.3593,5.3569,0
4,4,552.87,81.604,87.079,197.91,1,9.3105,3.5627,0
4,5,495.68,114.85,56.799,129.09,1,14.305,7.0751,0
5,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
5,1,342.95,81.581,103.93,236.21,1,5.1635,3.1948,0
5,2,165.89,81.566,104.03,236.43,1,4.6892,4.5603,0
5,3,72.06,121.69,86.68,197,1,4.3593,5.3519,0
5,4,552.35,81.505,87.533,198.94,1,9.2023,3.5102,0
5,5,494.48,114.94,57.093,129.76,1,14.167,7.0131,0
6,0,422.84,97.566,104.03,236.43,1,4.1864,1.9174,0
6,1,343.18,81.371,104.73,238.02,1,5.0414,3.1135,0
