1,0,501.75,157.4,26.592,70.911,1,-3840.6,-7248.9,0
1,1,242.49,216.96,34.655,92.414,1,-11540,-5607.4,0
2,0,496.68,157.4,26.591,70.909,1,-3886.5,-7139.9,0
2,1,242.49,216.96,34.655,92.414,1,-11540,-5607.4,0
3,0,496.66,157.4,26.591,70.91,1,-3886.8,-7139.6,0
3,1,242.49,216.96,34.655,92.414,1,-11540,-5607.4,0
4,0,492.4,159.71,26.606,70.949,1,-4128.5,-7148.9,0
4,1,272.43,214.21,31.608,84.289,1,-10725,-5677.6,0
4,2,620.15,244.27,28.982,77.284,1,-9169.2,-12187,0
5,0,491.47,160.8,26.639,71.038,1,-4237.6,-7179.5,0
5,1,274.84,211.75,33.42,89.12,1,-10823,-5837.5,0
5,2,620.15,244.27,28.982,77.284,1,-9169.2,-12187,0
6,0,486.33,164.42,26.67,71.12,1,-4594.9,-7226.4,0
6,1,276.81,209.36,31.019,82.717,1,-10333,-5490,0
6,2,620.15,244.27,28.982,77.284,1,-9169.2,-12187,0
7,0,482.7,163.83,27.838,74.236,1,-4830.8,-7268.5,0
7,1,278.5,207.21,30.81,82.16,1,-10164,-5406.5,0
7,2,583.8,237.22,31.531,84.082,1,-9423.3,-11631,0
8,0,478.36,165.59,27.36,72.959,1,-4911.2,-7192.6,0
8,1,280.17,205.05,30.6,81.599,1,-9992.7,-5320.8,0
8,2,583.16,237.22,31.528,84.074,1,-9428,-11621,0
9,0,475.56,166.69,27.131,72.349,1,-4977.1,-7151.8,0
9,1,294.73,207.45,31.279,83.409,1,-10106,-5776.2,0
9,2,575.63,236.94,31.505,84.013,1,-9467.2,-11495,0
10,0,471.84,167.28,26.94,71.841,1,-5018.6,-7075.6,0
10,1,300.33,207.79,31.381,83.683,1,-10092,-5905.8,0
10,2,573.3,236.92,31.491,83.977,1,-9482.4,-11457,0
11,0,467.09,166.9,27.921,74.457,1,-5236.3,-7081.1,0
11,1,304.35,207.67,31.392,83.712,1,-10051,-5976.4,0
11,2,548.42,237.15,31.479,83.945,1,-9684,-11068,0
12,0,462.47,167.31,27.445,73.186,1,-5211.9,-6944,0
12,1,308.54,207.58,31.408,83.755,1,-10012,-6051.9,0
12,2,544.62,237.18,31.462,83.899,1,-9712.5,-11007,0
13,0,457.79,169.66,27.079,72.211,1,-5365.2,-6900.3,0
13,1,312.88,207.53,31.429,83.81,1,-9974.6,-6132.4,0
13,2,540.73,237.21,31.444,83.851,1,-9741.6,-10945,0
14,0,450.43,170.88,27.902,74.406,1,-5695.6,-6900.7,0
14,1,329.18,200.68,31.559,84.156,1,-9450.9,-6179,0
14,2,536.74,237.24,31.426,83.802,1,-9771.4,-10881,0
15,0,445.28,171.42,28.486,75.963,1,-5900.5,-6888.7,0
15,1,334.94,199.88,31.51,84.027,1,-9345.5,-6249.5,0
15,2,532.66,237.26,31.407,83.751,1,-9801.7,-10815,0
15,3,730.98,291.51,40.968,109.25,1,-11920,-14987,0
16,0,437.2,168.65,29.971,79.922,1,-6056.6,-6790.5,0
16,1,337.56,198.62,31.497,83.992,1,-9244,-6246.6,0
16,2,528.48,237.29,31.387,83.699,1,-9832.7,-10748,0
16,3,730.86,283.7,40.963,109.23,1,-11617,-14898,0
17,0,433.62,170.43,29.636,79.029,1,-6157.4,-6750.6,0
17,1,342.48,197.75,31.436,83.828,1,-9138.5,-6297.5,0
17,2,524.2,237.31,31.367,83.645,1,-9864.4,-10679,0
17,3,730.86,283.66,40.959,109.22,1,-11615,-14898,0
18,0,428.23,171.55,29.725,79.267,1,-6307.5,-6698.9,0
18,1,349.11,194.44,31.514,84.036,1,-8888.3,-6299.5,0
18,2,519.84,237.34,31.346,83.589,1,-9896.6,-10608,0
18,3,730.87,283.62,40.955,109.21,1,-11613,-14897,0
19,0,422.75,172.68,29.815,79.506,1,-6457.8,-6646,0
19,1,359.09,204.81,26.902,71.738,1,-8704.5,-6358.4,0
19,2,515.38,237.36,31.325,83.532,1,-9929.5,-10536,0
19,3,730.87,283.58,40.951,109.2,1,-11610,-14896,0
20,0,417.17,173.82,29.904,79.744,1,-6608.5,-6591.9,0
20,1,363.4,206.19,25.622,68.325,1,-8544.4,-6344.5,0
20,2,510.82,237.38,31.303,83.473,1,-9963,-10462,0
20,3,730.87,283.54,40.947,109.19,1,-11608,-14896,0
21,0,411.51,174.96,29.993,79.982,1,-6759.5,-6536.6,0
21,1,367.94,204.9,25.535,68.094,1,-8406.6,-6369.3,0
21,2,506.17,237.4,31.28,83.413,1,-9997.2,-10386,0
21,3,695.64,276.36,38.155,101.75,1,-11257,-14247,0
22,1,363.26,194.75,28.827,76.872,1,-8341.8,-6261.8,0
22,2,501.44,237.41,31.257,83.351,1,-10032,-10309,0
22,3,689.22,274.37,37.759,100.69,1,-11174,-14119,0
23,1,365,193.47,28.71,76.56,1,-8222.6,-6228.5,0
23,2,496.6,237.43,31.233,83.288,1,-10067,-10230,0
23,3,686.37,273.61,37.598,100.26,1,-11143,-14064,0
24,1,366.48,192.17,28.591,76.243,1,-8103.8,-6189.3,0
24,2,491.68,237.45,31.209,83.223,1,-10103,-10149,0
24,3,684.22,272.8,37.512,100.03,1,-11114,-14021,0
25,1,367.71,190.87,28.47,75.92,1,-7985.3,-6144.2,0
25,2,486.67,237.46,31.184,83.156,1,-10140,-10067,0
25,3,682.12,271.99,37.427,99.804,1,-11085,-13978,0
26,1,368.68,189.57,28.347,75.591,1,-7867.1,-6093.2,0
26,2,481.57,237.47,31.158,83.088,1,-10177,-9982.6,0
26,3,680.06,271.18,37.342,99.578,1,-11055,-13935,0
27,1,369.27,180.73,32.809,87.492,1,-8043.8,-6285.2,0
27,2,476.37,237.49,31.132,83.019,1,-10215,-9896.9,0
27,3,688.2,269.81,33.967,90.578,1,-10552,-13880,0
28,1,370.63,180.02,32.11,85.628,1,-7863.1,-6196.8,0
28,2,471.09,237.5,31.105,82.948,1,-10254,-9809.6,0
28,3,665.28,265.75,35.473,94.594,1,-10707,-13570,0
29,1,371.19,179.65,31.801,84.803,1,-7778.7,-6154.2,0
29,2,465.72,237.51,31.078,82.875,1,-10293,-9720.5,0
29,3,641.38,258.65,36.325,96.867,1,-10656,-13164,0
30,1,371.27,179.38,31.633,84.354,1,-7729.5,-6123.2,0
30,2,460.27,237.52,31.05,82.801,1,-10333,-9629.9,0
30,3,637.97,255.34,36.789,98.105,1,-10584,-13084,0
31,1,374.04,178.84,31.522,84.059,1,-7648.4,-6141.6,0
31,2,454.72,237.52,31.022,82.726,1,-10373,-9537.5,0
31,3,633.75,254.1,36.647,97.725,1,-10540,-12996,0
32,1,375.54,178.63,31.454,83.878,1,-7608.6,-6153.9,0
32,2,449.09,237.53,30.993,82.649,1,-10415,-9443.5,0
32,3,626.59,252.78,35.679,95.145,1,-10414,-12820,0
33,1,376.26,178.59,31.417,83.779,1,-7592.5,-6161.6,0
33,2,443.37,237.54,30.964,82.57,1,-10456,-9347.8,0
33,3,618.31,248.89,36.496,97.323,1,-10391,-12675,0
34,1,376.28,175.17,32.806,87.483,1,-7604.4,-6190.3,0
34,2,437.57,237.54,30.934,82.49,1,-10499,-9250.5,0
34,3,612.75,248.03,35.678,95.141,1,-10289,-12534,0
35,1,376.48,177.05,32.169,85.784,1,-7618.6,-6194.5,0
35,2,431.68,237.54,30.903,82.409,1,-10542,-9151.5,0
35,3,607.24,246.33,35.485,94.627,1,-10224,-12410,0
36,1,372.7,175.13,33.244,88.65,1,-7711.5,-6172.4,0
36,2,425.71,237.54,30.872,82.326,1,-10585,-9050.8,0
36,3,601.8,244.65,35.294,94.118,1,-10159,-12287,0
37,1,370.47,174.03,33.86,90.293,1,-7765,-6158.6,0
37,2,419.65,237.55,30.841,82.242,1,-10630,-8948.5,0
37,3,596.42,243,35.106,93.615,1,-10094,-12164,0
38,1,369.83,175.23,32.884,87.69,1,-7680.3,-6075.2,0
38,2,413.51,237.55,30.808,82.156,1,-10674,-8844.5,0
38,3,592.78,245.45,32.943,87.848,1,-9964.6,-12029,0
38,4,389.82,190.39,26.593,70.916,1,-7423.7,-6329.7,0
39,1,367.6,175.77,32.332,86.219,1,-7639,-5984.7,0
