-1	-2	-2	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
837	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
941	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
989	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
980	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
1029	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
1191	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
1469	-2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	
